timestamp,result,source_user,source_computer,destination_computer,ip_address,country,auth_type,logon_type,attack_campaign,session_id
2023-01-01 19:28:00,success,user1,SERVER-002,FILE-SERVER-001,10.0.1.20,United States,SAML,Network,Normal Activity,SID-001169
2023-01-01 19:29:00,success,svc_backup,SERVER-001,DB-SERVER-001,10.0.0.5,United States,NTLM,Batch,Normal Activity,SID-001170
2023-01-01 19:30:00,success,admin,PC-001,DB-SERVER-001,192.168.1.15,United States,SAML,Service,Normal Activity,SID-001171
2023-01-01 19:31:00,failure,user3,SERVER-002,DB-SERVER-001,10.0.1.20,United States,LDAP,Batch,Normal Activity,SID-001172
2023-01-01 19:32:00,success,svc_backup,SERVER-001,DB-SERVER-001,10.0.0.12,United States,LDAP,Interactive,Normal Activity,SID-001173
2023-01-01 19:33:00,success,admin,SERVER-002,DC-001,10.0.0.12,United States,LDAP,Interactive,Normal Activity,SID-001174
2023-01-01 19:34:00,success,user2,PC-003,APP-SERVER-001,10.0.0.12,United States,LDAP,RemoteInteractive,Normal Activity,SID-001175
2023-01-01 19:35:00,success,svc_backup,PC-003,APP-SERVER-001,192.168.1.15,Canada,Kerberos,RemoteInteractive,Normal Activity,SID-001176
2023-01-01 19:36:00,success,admin,PC-003,DB-SERVER-001,192.168.1.15,United States,Kerberos,Network,Normal Activity,SID-001177
2023-01-01 19:37:00,success,user2,PC-003,DB-SERVER-001,192.168.1.15,United States,SAML,Interactive,Normal Activity,SID-001178
2023-01-01 19:38:00,success,user2,PC-002,FILE-SERVER-001,172.16.0.8,United States,Kerberos,Network,Normal Activity,SID-001179
2023-01-01 19:39:00,success,user2,PC-003,FILE-SERVER-001,10.0.0.5,United States,SAML,Network,Normal Activity,SID-001180
2023-01-01 19:40:00,failure,user2,PC-003,FILE-SERVER-001,10.0.0.12,United States,Kerberos,Batch,Normal Activity,SID-001181
2023-01-01 19:41:00,success,service_account,PC-002,DC-001,10.0.0.12,United States,Kerberos,RemoteInteractive,Normal Activity,SID-001182
2023-01-01 19:42:00,success,user2,PC-003,APP-SERVER-001,172.16.0.8,United States,Kerberos,Network,Normal Activity,SID-001183
2023-01-01 19:43:00,failure,analyst1,SERVER-001,DC-001,10.0.0.12,United States,OAuth,Network,Normal Activity,SID-001184
2023-01-01 19:44:00,success,svc_backup,SERVER-001,DC-001,10.0.0.12,United States,LDAP,RemoteInteractive,Normal Activity,SID-001185
2023-01-01 19:45:00,failure,admin,LAPTOP-001,APP-SERVER-001,192.168.1.15,United States,OAuth,RemoteInteractive,Normal Activity,SID-001186
2023-01-01 19:46:00,success,analyst1,SERVER-001,FILE-SERVER-001,192.168.1.15,United States,Kerberos,Interactive,Normal Activity,SID-001187
2023-01-01 19:47:00,success,service_account,PC-001,APP-SERVER-001,10.0.0.5,United States,Kerberos,RemoteInteractive,Normal Activity,SID-001188
2023-01-01 19:48:00,success,analyst1,PC-001,DB-SERVER-001,10.0.0.12,United States,OAuth,Batch,Normal Activity,SID-001189
2023-01-01 19:49:00,success,user1,PC-001,FILE-SERVER-001,10.0.1.20,United States,SAML,Interactive,Normal Activity,SID-001190
2023-01-01 19:50:00,success,user1,PC-002,APP-SERVER-001,10.0.0.12,Canada,LDAP,Network,Normal Activity,SID-001191
2023-01-01 19:51:00,success,user1,SERVER-001,DC-001,10.0.0.12,United States,SAML,Batch,Normal Activity,SID-001192
2023-01-01 19:52:00,success,user3,PC-001,APP-SERVER-001,10.0.0.5,United States,LDAP,Batch,Normal Activity,SID-001193
2023-01-01 19:53:00,success,user1,LAPTOP-001,FILE-SERVER-001,10.0.1.20,Canada,NTLM,Interactive,Normal Activity,SID-001194
2023-01-01 19:54:00,success,admin,PC-002,DB-SERVER-001,10.0.0.12,Canada,LDAP,Network,Normal Activity,SID-001195
2023-01-01 19:55:00,success,analyst1,LAPTOP-001,DC-001,10.0.1.20,United States,SAML,Interactive,Normal Activity,SID-001196
2023-01-01 19:56:00,failure,admin,SERVER-001,DB-SERVER-001,192.168.1.15,United States,LDAP,Service,Normal Activity,SID-001197
2023-01-01 19:57:00,failure,svc_backup,PC-003,DB-SERVER-001,192.168.1.15,United States,NTLM,Service,Normal Activity,SID-001198
2023-01-01 19:58:00,success,user1,LAPTOP-001,DC-001,10.0.1.20,United States,NTLM,Interactive,Normal Activity,SID-001199
2023-01-01 19:59:00,success,service_account,PC-003,APP-SERVER-001,10.0.0.12,Canada,Kerberos,Network,Normal Activity,SID-001200
2023-01-01 20:00:00,success,user3,PC-002,APP-SERVER-001,10.0.1.20,United States,NTLM,Network,Normal Activity,SID-001201
2023-01-01 20:01:00,success,svc_backup,LAPTOP-001,DB-SERVER-001,10.0.1.20,United States,OAuth,RemoteInteractive,Normal Activity,SID-001202
2023-01-01 20:02:00,success,service_account,LAPTOP-001,APP-SERVER-001,192.168.1.15,United States,SAML,Batch,Normal Activity,SID-001203
2023-01-01 20:03:00,success,user3,SERVER-002,FILE-SERVER-001,10.0.1.20,United States,OAuth,Interactive,Normal Activity,SID-001204
2023-01-01 20:04:00,success,svc_backup,PC-002,DB-SERVER-001,172.16.0.8,United States,OAuth,Batch,Normal Activity,SID-001205
2023-01-01 20:05:00,success,analyst1,PC-002,DB-SERVER-001,172.16.0.8,United States,SAML,Batch,Normal Activity,SID-001206
2023-01-01 20:06:00,success,admin,PC-001,DB-SERVER-001,192.168.1.15,United States,OAuth,Service,Normal Activity,SID-001207
2023-01-01 20:07:00,success,user2,SERVER-001,FILE-SERVER-001,10.0.0.12,United States,OAuth,Service,Normal Activity,SID-001208
2023-01-01 20:08:00,success,admin,LAPTOP-001,DB-SERVER-001,10.0.0.12,United States,OAuth,Interactive,Normal Activity,SID-001209
2023-01-01 20:09:00,failure,user1,LAPTOP-001,APP-SERVER-001,192.168.1.15,United States,NTLM,Interactive,Normal Activity,SID-001210
2023-01-01 20:10:00,success,service_account,PC-002,APP-SERVER-001,10.0.0.12,United States,SAML,Network,Normal Activity,SID-001211
2023-01-01 20:11:00,success,user2,PC-002,APP-SERVER-001,10.0.0.5,United States,SAML,Interactive,Normal Activity,SID-001212
2023-01-01 20:12:00,success,user3,SERVER-001,APP-SERVER-001,172.16.0.8,United States,SAML,Network,Normal Activity,SID-001213
2023-01-01 20:13:00,success,analyst1,PC-002,DB-SERVER-001,10.0.0.5,Canada,OAuth,Network,Normal Activity,SID-001214
2023-01-01 20:14:00,success,analyst1,PC-003,FILE-SERVER-001,10.0.0.5,United States,NTLM,Interactive,Normal Activity,SID-001215
2023-01-01 20:15:00,success,user3,PC-003,DC-001,10.0.0.5,Canada,SAML,Network,Normal Activity,SID-001216
2023-01-01 20:16:00,success,user1,SERVER-002,APP-SERVER-001,192.168.1.15,United States,LDAP,Batch,Normal Activity,SID-001217
2023-01-01 20:17:00,success,user3,PC-003,DC-001,10.0.0.5,United States,SAML,Network,Normal Activity,SID-001218
2023-01-01 20:18:00,success,svc_backup,PC-003,DC-001,10.0.1.20,United States,Kerberos,Batch,Normal Activity,SID-001219
2023-01-01 20:19:00,success,service_account,SERVER-001,DB-SERVER-001,10.0.0.12,United States,LDAP,Batch,Normal Activity,SID-001220
2023-01-01 20:20:00,failure,service_account,LAPTOP-001,APP-SERVER-001,192.168.1.15,United States,SAML,Batch,Normal Activity,SID-001221
2023-01-01 20:21:00,success,user1,PC-003,APP-SERVER-001,10.0.1.20,United States,OAuth,RemoteInteractive,Normal Activity,SID-001222
2023-01-01 20:22:00,success,user2,SERVER-002,APP-SERVER-001,10.0.1.20,Canada,SAML,RemoteInteractive,Normal Activity,SID-001223
2023-01-01 20:23:00,failure,user3,PC-002,DC-001,172.16.0.8,United States,NTLM,Network,Normal Activity,SID-001224
2023-01-01 20:24:00,success,user1,PC-003,APP-SERVER-001,172.16.0.8,Mexico,NTLM,Interactive,Normal Activity,SID-001225
2023-01-01 20:25:00,success,service_account,SERVER-002,APP-SERVER-001,10.0.1.20,United States,SAML,Network,Normal Activity,SID-001226
2023-01-01 20:26:00,success,user2,SERVER-001,FILE-SERVER-001,172.16.0.8,United States,OAuth,RemoteInteractive,Normal Activity,SID-001227
2023-01-01 20:27:00,success,user3,PC-002,DB-SERVER-001,10.0.0.12,United States,OAuth,Service,Normal Activity,SID-001228
2023-01-01 20:28:00,failure,analyst1,SERVER-002,APP-SERVER-001,10.0.0.12,United States,OAuth,Service,Normal Activity,SID-001229
2023-01-01 20:29:00,success,user3,PC-003,APP-SERVER-001,172.16.0.8,United States,SAML,Network,Normal Activity,SID-001230
2023-01-01 20:30:00,success,admin,LAPTOP-001,DB-SERVER-001,10.0.0.5,United States,SAML,RemoteInteractive,Normal Activity,SID-001231
2023-01-01 20:31:00,success,user3,PC-002,DB-SERVER-001,10.0.1.20,Canada,Kerberos,Batch,Normal Activity,SID-001232
2023-01-01 20:32:00,success,admin,PC-002,DC-001,10.0.0.12,United States,NTLM,RemoteInteractive,Normal Activity,SID-001233
2023-01-01 20:33:00,success,user2,LAPTOP-001,DC-001,172.16.0.8,United States,LDAP,Network,Normal Activity,SID-001234
2023-01-01 20:34:00,success,user3,PC-002,DC-001,172.16.0.8,United States,LDAP,RemoteInteractive,Normal Activity,SID-001235
2023-01-01 20:35:00,success,user2,PC-003,DB-SERVER-001,10.0.0.12,United States,NTLM,Service,Normal Activity,SID-001236
2023-01-01 20:36:00,success,user2,PC-002,FILE-SERVER-001,10.0.0.12,United States,Kerberos,Batch,Normal Activity,SID-001237
2023-01-01 20:37:00,success,service_account,PC-003,APP-SERVER-001,10.0.0.5,United States,NTLM,Network,Normal Activity,SID-001238
2023-01-01 20:38:00,failure,user1,LAPTOP-001,DB-SERVER-001,172.16.0.8,United States,Kerberos,Network,Normal Activity,SID-001239
2023-01-01 20:39:00,success,user2,PC-001,FILE-SERVER-001,172.16.0.8,United States,Kerberos,Interactive,Normal Activity,SID-001240
2023-01-01 20:40:00,success,user2,LAPTOP-001,DB-SERVER-001,192.168.1.15,United States,OAuth,Batch,Normal Activity,SID-001241
2023-01-01 20:41:00,success,service_account,PC-003,FILE-SERVER-001,10.0.0.5,United States,NTLM,Network,Normal Activity,SID-001242
2023-01-01 20:42:00,success,service_account,SERVER-001,DB-SERVER-001,10.0.0.12,Mexico,LDAP,RemoteInteractive,Normal Activity,SID-001243
2023-01-01 20:43:00,success,user3,LAPTOP-001,DB-SERVER-001,10.0.0.12,United States,SAML,RemoteInteractive,Normal Activity,SID-001244
2023-01-01 20:44:00,success,service_account,SERVER-001,FILE-SERVER-001,10.0.1.20,United States,SAML,RemoteInteractive,Normal Activity,SID-001245
2023-01-01 20:45:00,success,user3,SERVER-001,FILE-SERVER-001,10.0.0.12,United States,NTLM,RemoteInteractive,Normal Activity,SID-001246
2023-01-01 20:46:00,success,analyst1,PC-003,FILE-SERVER-001,172.16.0.8,United States,SAML,Network,Normal Activity,SID-001247
2023-01-01 20:47:00,success,service_account,PC-003,FILE-SERVER-001,10.0.0.12,Canada,Kerberos,Service,Normal Activity,SID-001248
2023-01-01 20:48:00,failure,user1,PC-001,FILE-SERVER-001,172.16.0.8,United States,SAML,Batch,Normal Activity,SID-001249
2023-01-01 20:49:00,success,user2,SERVER-002,FILE-SERVER-001,172.16.0.8,United States,Kerberos,RemoteInteractive,Normal Activity,SID-001250
2023-01-01 20:50:00,success,user1,PC-002,FILE-SERVER-001,10.0.0.5,Canada,Kerberos,Network,Normal Activity,SID-001251
2023-01-01 20:51:00,success,admin,LAPTOP-001,FILE-SERVER-001,10.0.0.12,United States,LDAP,Network,Normal Activity,SID-001252
2023-01-01 20:52:00,success,service_account,PC-003,DB-SERVER-001,10.0.0.5,United States,SAML,RemoteInteractive,Normal Activity,SID-001253
2023-01-01 20:53:00,success,user2,LAPTOP-001,FILE-SERVER-001,172.16.0.8,United States,LDAP,Interactive,Normal Activity,SID-001254
2023-01-01 20:54:00,success,user1,SERVER-002,FILE-SERVER-001,10.0.0.12,United States,SAML,Network,Normal Activity,SID-001255
2023-01-01 20:55:00,success,service_account,SERVER-002,DB-SERVER-001,10.0.0.12,United States,Kerberos,Batch,Normal Activity,SID-001256
2023-01-01 20:56:00,success,service_account,SERVER-001,DB-SERVER-001,10.0.0.5,United States,SAML,Batch,Normal Activity,SID-001257
2023-01-01 20:57:00,success,analyst1,PC-002,DC-001,10.0.0.5,United States,LDAP,Interactive,Normal Activity,SID-001258
2023-01-01 20:58:00,success,analyst1,PC-001,DC-001,172.16.0.8,Canada,OAuth,Network,Normal Activity,SID-001259
2023-01-01 20:59:00,success,user2,LAPTOP-001,FILE-SERVER-001,172.16.0.8,United States,LDAP,Interactive,Normal Activity,SID-001260
2023-01-01 21:00:00,success,admin,PC-002,FILE-SERVER-001,10.0.0.12,Canada,OAuth,Network,Normal Activity,SID-001261
2023-01-01 21:01:00,success,analyst1,PC-001,DC-001,10.0.0.12,United States,NTLM,Network,Normal Activity,SID-001262
2023-01-01 21:02:00,success,analyst1,LAPTOP-001,DC-001,192.168.1.15,United States,LDAP,Interactive,Normal Activity,SID-001263
2023-01-01 21:03:00,success,admin,PC-002,APP-SERVER-001,192.168.1.15,United States,SAML,Service,Normal Activity,SID-001264
2023-01-01 21:04:00,success,user1,PC-003,APP-SERVER-001,10.0.1.20,Canada,OAuth,RemoteInteractive,Normal Activity,SID-001265
2023-01-01 21:05:00,success,analyst1,LAPTOP-001,FILE-SERVER-001,172.16.0.8,United States,SAML,RemoteInteractive,Normal Activity,SID-001266
2023-01-01 21:06:00,success,user3,PC-002,APP-SERVER-001,10.0.1.20,United States,OAuth,RemoteInteractive,Normal Activity,SID-001267
2023-01-01 21:07:00,success,svc_backup,SERVER-002,DC-001,10.0.1.20,United States,LDAP,Interactive,Normal Activity,SID-001268
2023-01-01 21:08:00,success,svc_backup,PC-001,FILE-SERVER-001,10.0.0.5,United States,LDAP,Network,Normal Activity,SID-001269
2023-01-01 21:09:00,success,analyst1,PC-002,DB-SERVER-001,10.0.0.5,Mexico,SAML,Network,Normal Activity,SID-001270
2023-01-01 21:10:00,success,user1,PC-003,DB-SERVER-001,192.168.1.15,United States,LDAP,Batch,Normal Activity,SID-001271
2023-01-01 21:11:00,success,service_account,LAPTOP-001,DC-001,10.0.1.20,United States,SAML,Network,Normal Activity,SID-001272
2023-01-01 21:12:00,success,user1,LAPTOP-001,APP-SERVER-001,192.168.1.15,United States,Kerberos,Service,Normal Activity,SID-001273
2023-01-01 21:13:00,success,user2,LAPTOP-001,DB-SERVER-001,172.16.0.8,United States,OAuth,RemoteInteractive,Normal Activity,SID-001274
2023-01-01 21:14:00,success,user3,PC-003,APP-SERVER-001,10.0.0.12,United States,SAML,Service,Normal Activity,SID-001275
2023-01-01 21:15:00,success,user1,PC-001,DB-SERVER-001,10.0.0.5,United States,OAuth,RemoteInteractive,Normal Activity,SID-001276
2023-01-01 21:16:00,success,admin,LAPTOP-001,APP-SERVER-001,172.16.0.8,Canada,Kerberos,Interactive,Normal Activity,SID-001277
2023-01-01 21:17:00,failure,user3,PC-001,DB-SERVER-001,172.16.0.8,United States,OAuth,Service,Normal Activity,SID-001278
2023-01-01 21:18:00,success,svc_backup,PC-002,DB-SERVER-001,10.0.0.5,United States,SAML,Network,Normal Activity,SID-001279
2023-01-01 21:19:00,success,user3,SERVER-002,FILE-SERVER-001,10.0.0.5,Mexico,LDAP,RemoteInteractive,Normal Activity,SID-001280
2023-01-01 21:20:00,success,admin,SERVER-002,FILE-SERVER-001,10.0.1.20,United States,OAuth,Batch,Normal Activity,SID-001281
2023-01-01 21:21:00,success,analyst1,PC-001,DC-001,192.168.1.15,United States,OAuth,Service,Normal Activity,SID-001282
2023-01-01 21:22:00,success,admin,PC-001,DB-SERVER-001,172.16.0.8,United States,Kerberos,Interactive,Normal Activity,SID-001283
2023-01-01 21:23:00,success,admin,SERVER-002,APP-SERVER-001,10.0.1.20,United States,NTLM,Batch,Normal Activity,SID-001284
2023-01-01 21:24:00,success,analyst1,LAPTOP-001,DB-SERVER-001,10.0.1.20,United States,LDAP,Interactive,Normal Activity,SID-001285
2023-01-01 21:25:00,success,analyst1,SERVER-001,APP-SERVER-001,172.16.0.8,Canada,SAML,RemoteInteractive,Normal Activity,SID-001286
2023-01-01 21:26:00,success,analyst1,SERVER-001,APP-SERVER-001,172.16.0.8,United States,Kerberos,Service,Normal Activity,SID-001287
2023-01-01 21:27:00,success,analyst1,PC-003,DB-SERVER-001,10.0.0.12,United States,SAML,Interactive,Normal Activity,SID-001288
2023-01-01 21:28:00,success,analyst1,SERVER-002,APP-SERVER-001,192.168.1.15,United States,SAML,Batch,Normal Activity,SID-001289
2023-01-01 21:29:00,success,admin,SERVER-002,DC-001,172.16.0.8,United States,OAuth,Batch,Normal Activity,SID-001290
2023-01-01 21:30:00,success,user2,PC-003,FILE-SERVER-001,10.0.0.5,United States,Kerberos,Network,Normal Activity,SID-001291
2023-01-01 21:31:00,success,user2,SERVER-001,APP-SERVER-001,10.0.0.12,United States,Kerberos,Interactive,Normal Activity,SID-001292
2023-01-01 21:32:00,success,user1,PC-002,DB-SERVER-001,192.168.1.15,United States,LDAP,Service,Normal Activity,SID-001293
2023-01-01 21:33:00,success,user2,LAPTOP-001,FILE-SERVER-001,10.0.0.5,United States,NTLM,Service,Normal Activity,SID-001294
2023-01-01 21:34:00,success,svc_backup,LAPTOP-001,DC-001,10.0.0.5,Canada,SAML,Network,Normal Activity,SID-001295
2023-01-01 21:35:00,success,user2,PC-002,APP-SERVER-001,192.168.1.15,United States,LDAP,Batch,Normal Activity,SID-001296
2023-01-01 21:36:00,success,admin,PC-002,APP-SERVER-001,10.0.0.12,Mexico,LDAP,Interactive,Normal Activity,SID-001297
2023-01-01 21:37:00,success,analyst1,SERVER-001,FILE-SERVER-001,10.0.0.5,United States,SAML,Batch,Normal Activity,SID-001298
2023-01-01 21:38:00,success,analyst1,PC-003,APP-SERVER-001,10.0.1.20,United States,OAuth,Interactive,Normal Activity,SID-001299
2023-01-01 21:39:00,success,service_account,PC-002,DB-SERVER-001,192.168.1.15,United States,OAuth,Interactive,Normal Activity,SID-001300
2023-01-01 21:40:00,success,service_account,PC-003,FILE-SERVER-001,192.168.1.15,Mexico,SAML,Interactive,Normal Activity,SID-001301
2023-01-01 21:41:00,failure,service_account,PC-001,FILE-SERVER-001,172.16.0.8,Canada,Kerberos,Batch,Normal Activity,SID-001302
2023-01-01 21:42:00,success,admin,LAPTOP-001,APP-SERVER-001,10.0.0.12,Mexico,NTLM,Batch,Normal Activity,SID-001303
2023-01-01 21:43:00,success,svc_backup,SERVER-001,DC-001,10.0.1.20,Mexico,OAuth,Batch,Normal Activity,SID-001304
2023-01-01 21:44:00,success,user2,LAPTOP-001,DC-001,10.0.1.20,United States,NTLM,RemoteInteractive,Normal Activity,SID-001305
2023-01-01 21:45:00,success,admin,SERVER-001,DC-001,172.16.0.8,United States,LDAP,Batch,Normal Activity,SID-001306
2023-01-01 21:46:00,success,user1,PC-001,DC-001,10.0.0.5,United States,LDAP,Network,Normal Activity,SID-001307
2023-01-01 21:47:00,success,analyst1,LAPTOP-001,FILE-SERVER-001,10.0.0.5,United States,SAML,RemoteInteractive,Normal Activity,SID-001308
2023-01-01 21:48:00,success,service_account,PC-001,FILE-SERVER-001,10.0.1.20,Mexico,SAML,Interactive,Normal Activity,SID-001309
2023-01-01 21:49:00,success,user3,SERVER-001,APP-SERVER-001,10.0.0.12,United States,SAML,Service,Normal Activity,SID-001310
2023-01-01 21:50:00,success,user1,PC-002,DC-001,10.0.0.5,United States,OAuth,RemoteInteractive,Normal Activity,SID-001311
2023-01-01 21:51:00,success,service_account,LAPTOP-001,DC-001,192.168.1.15,United States,NTLM,RemoteInteractive,Normal Activity,SID-001312
2023-01-01 21:52:00,success,svc_backup,PC-001,APP-SERVER-001,172.16.0.8,United States,LDAP,Interactive,Normal Activity,SID-001313
2023-01-01 21:53:00,success,user1,SERVER-002,APP-SERVER-001,10.0.0.12,United States,NTLM,Batch,Normal Activity,SID-001314
2023-01-01 21:54:00,success,admin,LAPTOP-001,APP-SERVER-001,10.0.0.5,United States,OAuth,Batch,Normal Activity,SID-001315
2023-01-01 21:55:00,success,user2,LAPTOP-001,DB-SERVER-001,10.0.1.20,United States,NTLM,RemoteInteractive,Normal Activity,SID-001316
2023-01-01 21:56:00,success,analyst1,LAPTOP-001,APP-SERVER-001,172.16.0.8,United States,NTLM,Batch,Normal Activity,SID-001317
2023-01-01 21:57:00,success,svc_backup,PC-003,APP-SERVER-001,10.0.0.5,United States,SAML,RemoteInteractive,Normal Activity,SID-001318
2023-01-01 21:58:00,success,svc_backup,PC-001,DB-SERVER-001,10.0.1.20,United States,NTLM,Service,Normal Activity,SID-001319
2023-01-01 21:59:00,success,user3,PC-001,DC-001,10.0.0.5,Mexico,NTLM,Service,Normal Activity,SID-001320
2023-01-01 22:00:00,success,user1,LAPTOP-001,FILE-SERVER-001,172.16.0.8,United States,NTLM,Interactive,Normal Activity,SID-001321
2023-01-01 22:01:00,success,user3,PC-002,DC-001,192.168.1.15,United States,Kerberos,Network,Normal Activity,SID-001322
2023-01-01 22:02:00,success,user2,LAPTOP-001,FILE-SERVER-001,192.168.1.15,United States,LDAP,Network,Normal Activity,SID-001323
2023-01-01 22:03:00,success,service_account,PC-003,FILE-SERVER-001,10.0.1.20,United States,LDAP,Batch,Normal Activity,SID-001324
2023-01-01 22:04:00,failure,user2,SERVER-001,APP-SERVER-001,192.168.1.15,United States,NTLM,Network,Normal Activity,SID-001325
2023-01-01 22:05:00,success,service_account,PC-003,APP-SERVER-001,172.16.0.8,United States,SAML,Service,Normal Activity,SID-001326
2023-01-01 22:06:00,success,user3,PC-002,DB-SERVER-001,10.0.1.20,United States,SAML,Interactive,Normal Activity,SID-001327
2023-01-01 22:07:00,success,analyst1,LAPTOP-001,DC-001,10.0.0.5,United States,SAML,Service,Normal Activity,SID-001328
2023-01-01 22:08:00,success,user2,PC-001,DC-001,10.0.0.12,Canada,LDAP,RemoteInteractive,Normal Activity,SID-001329
2023-01-01 22:09:00,success,user3,SERVER-002,FILE-SERVER-001,10.0.0.5,United States,OAuth,Batch,Normal Activity,SID-001330
2023-01-01 22:10:00,success,user1,LAPTOP-001,APP-SERVER-001,172.16.0.8,United States,NTLM,Batch,Normal Activity,SID-001331
2023-01-01 22:11:00,success,user3,PC-002,APP-SERVER-001,10.0.1.20,Mexico,LDAP,Network,Normal Activity,SID-001332
2023-01-01 22:12:00,success,user3,PC-001,DC-001,10.0.0.5,United States,SAML,RemoteInteractive,Normal Activity,SID-001333
2023-01-01 22:13:00,failure,admin,PC-003,DB-SERVER-001,10.0.1.20,United States,LDAP,Network,Normal Activity,SID-001334
2023-01-01 22:14:00,failure,user2,SERVER-001,APP-SERVER-001,192.168.1.15,United States,LDAP,Network,Normal Activity,SID-001335
2023-01-01 22:15:00,success,analyst1,SERVER-001,DB-SERVER-001,10.0.0.12,United States,LDAP,Network,Normal Activity,SID-001336
2023-01-01 22:16:00,success,analyst1,LAPTOP-001,DC-001,172.16.0.8,Mexico,SAML,RemoteInteractive,Normal Activity,SID-001337
2023-01-01 22:17:00,success,admin,PC-003,DC-001,10.0.0.5,United States,OAuth,Network,Normal Activity,SID-001338
2023-01-01 22:18:00,success,service_account,SERVER-002,DB-SERVER-001,10.0.0.12,United States,Kerberos,Batch,Normal Activity,SID-001339
2023-01-01 22:19:00,success,svc_backup,SERVER-002,APP-SERVER-001,172.16.0.8,Canada,NTLM,Network,Normal Activity,SID-001340
2023-01-01 22:20:00,success,service_account,PC-002,DC-001,172.16.0.8,United States,NTLM,RemoteInteractive,Normal Activity,SID-001341
2023-01-01 22:21:00,success,analyst1,SERVER-001,FILE-SERVER-001,192.168.1.15,United States,LDAP,RemoteInteractive,Normal Activity,SID-001342
2023-01-01 22:22:00,success,user3,PC-003,DC-001,10.0.1.20,United States,OAuth,Service,Normal Activity,SID-001343
2023-01-01 22:23:00,success,admin,LAPTOP-001,APP-SERVER-001,10.0.1.20,United States,SAML,Network,Normal Activity,SID-001344
2023-01-01 22:24:00,success,user1,PC-001,FILE-SERVER-001,10.0.0.12,United States,Kerberos,RemoteInteractive,Normal Activity,SID-001345
2023-01-01 22:25:00,success,user2,LAPTOP-001,DC-001,192.168.1.15,United States,Kerberos,Network,Normal Activity,SID-001346
2023-01-01 22:26:00,success,user2,LAPTOP-001,APP-SERVER-001,172.16.0.8,Canada,LDAP,Interactive,Normal Activity,SID-001347
2023-01-01 22:27:00,success,user2,PC-003,APP-SERVER-001,192.168.1.15,United States,LDAP,Batch,Normal Activity,SID-001348
2023-01-01 22:28:00,failure,user3,SERVER-001,DC-001,192.168.1.15,United States,SAML,Batch,Normal Activity,SID-001349
2023-01-01 22:29:00,success,user1,PC-003,APP-SERVER-001,10.0.0.12,United States,SAML,Network,Normal Activity,SID-001350
2023-01-01 22:30:00,success,admin,PC-001,DB-SERVER-001,10.0.1.20,United States,SAML,Batch,Normal Activity,SID-001351
2023-01-01 22:31:00,success,admin,PC-003,FILE-SERVER-001,192.168.1.15,United States,LDAP,Batch,Normal Activity,SID-001352
2023-01-01 22:32:00,success,user2,PC-002,DB-SERVER-001,192.168.1.15,Mexico,OAuth,Interactive,Normal Activity,SID-001353
2023-01-01 22:33:00,success,user1,LAPTOP-001,DC-001,192.168.1.15,United States,LDAP,Batch,Normal Activity,SID-001354
2023-01-01 22:34:00,success,user1,SERVER-001,DB-SERVER-001,10.0.0.5,United States,LDAP,Batch,Normal Activity,SID-001355
2023-01-01 22:35:00,success,user1,SERVER-002,DC-001,192.168.1.15,United States,Kerberos,RemoteInteractive,Normal Activity,SID-001356
2023-01-01 22:36:00,success,analyst1,PC-001,DC-001,192.168.1.15,United States,SAML,Batch,Normal Activity,SID-001357
2023-01-01 22:37:00,success,analyst1,SERVER-002,APP-SERVER-001,172.16.0.8,Canada,NTLM,Network,Normal Activity,SID-001358
2023-01-01 22:38:00,success,user2,LAPTOP-001,APP-SERVER-001,10.0.0.5,United States,SAML,Batch,Normal Activity,SID-001359
2023-01-01 22:39:00,success,user1,PC-003,DC-001,192.168.1.15,United States,OAuth,Network,Normal Activity,SID-001360
2023-01-01 22:40:00,success,svc_backup,SERVER-002,FILE-SERVER-001,192.168.1.15,Mexico,OAuth,Batch,Normal Activity,SID-001361
2023-01-01 22:41:00,success,user1,PC-002,FILE-SERVER-001,10.0.0.12,United States,SAML,Network,Normal Activity,SID-001362
2023-01-01 22:42:00,success,admin,PC-003,FILE-SERVER-001,10.0.0.12,United States,SAML,Batch,Normal Activity,SID-001363
2023-01-01 22:43:00,success,admin,LAPTOP-001,DB-SERVER-001,10.0.0.5,United States,LDAP,Network,Normal Activity,SID-001364
2023-01-01 22:44:00,success,user2,SERVER-002,DC-001,172.16.0.8,Mexico,NTLM,Batch,Normal Activity,SID-001365
2023-01-01 22:45:00,success,svc_backup,PC-001,APP-SERVER-001,10.0.0.5,United States,LDAP,Interactive,Normal Activity,SID-001366
2023-01-01 22:46:00,success,user1,SERVER-002,DB-SERVER-001,10.0.0.5,United States,Kerberos,RemoteInteractive,Normal Activity,SID-001367
2023-01-01 22:47:00,success,service_account,SERVER-002,DB-SERVER-001,10.0.0.12,United States,Kerberos,RemoteInteractive,Normal Activity,SID-001368
2023-01-01 22:48:00,success,svc_backup,SERVER-001,APP-SERVER-001,10.0.0.12,United States,OAuth,RemoteInteractive,Normal Activity,SID-001369
2023-01-01 22:49:00,success,user2,SERVER-002,DC-001,172.16.0.8,United States,OAuth,RemoteInteractive,Normal Activity,SID-001370
2023-01-01 22:50:00,failure,admin,LAPTOP-001,DB-SERVER-001,192.168.1.15,United States,NTLM,Interactive,Normal Activity,SID-001371
2023-01-01 22:51:00,success,service_account,PC-001,DC-001,172.16.0.8,United States,OAuth,Interactive,Normal Activity,SID-001372
